,disaster,id,name,time,label_exists,target_exists,gsd,capture_date,disaster_type,height,width,original_height,original_width,NA,destroyed,major-damage,minor-damage,no-damage,un-classified
2880,hurricane-michael,00000240,hurricane-michael_00000240_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,64,0,0,0,0,0
2881,hurricane-matthew,00000346,hurricane-matthew_00000346_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,378,0,0,0,0,0
2882,hurricane-florence,00000390,hurricane-florence_00000390_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,6,1,0,0
2883,socal-fire,00000833,socal-fire_00000833_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
2884,guatemala-volcano,00000015,guatemala-volcano_00000015_pre_disaster.png,pre,True,True,1.397611,2018-02-05T17:10:04.000Z,volcano,1024,1024,1024,1024,131,0,0,0,0,0
2885,socal-fire,00000226,socal-fire_00000226_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,102,0,0,0,0,0
2886,socal-fire,00000057,socal-fire_00000057_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
2887,socal-fire,00001243,socal-fire_00001243_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,12,0
2888,hurricane-michael,00000367,hurricane-michael_00000367_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,35,0,0,0,0,0
2889,socal-fire,00000160,socal-fire_00000160_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
2890,midwest-flooding,00000356,midwest-flooding_00000356_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,8,0,0,0,0,0
2891,hurricane-michael,00000283,hurricane-michael_00000283_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,19,20,32,62,0
2892,socal-fire,00000671,socal-fire_00000671_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,3,0,0,0,0,0
2893,midwest-flooding,00000348,midwest-flooding_00000348_post_disaster.png,post,True,True,1.3587263,2019-05-30T17:35:22.000Z,flooding,1024,1024,1024,1024,0,0,0,0,5,0
2894,socal-fire,00000873,socal-fire_00000873_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
2895,midwest-flooding,00000242,midwest-flooding_00000242_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,0,0,2,0,1
2896,hurricane-matthew,00000139,hurricane-matthew_00000139_pre_disaster.png,pre,True,True,1.91168606,2013-01-05T16:02:21.000Z,wind,1024,1024,1024,1024,5,0,0,0,0,0
2897,socal-fire,00001004,socal-fire_00001004_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
2898,hurricane-harvey,00000275,hurricane-harvey_00000275_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,3,6,0,0,0
2899,socal-fire,00000286,socal-fire_00000286_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,62,0,0,0,0,0
2900,hurricane-harvey,00000057,hurricane-harvey_00000057_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,145,0,0,0,0,0
2901,mexico-earthquake,00000037,mexico-earthquake_00000037_post_disaster.png,post,True,True,2.6503215,2017-09-20T17:46:11.000Z,earthquake,1024,1024,1024,1024,0,0,0,0,292,0
2902,midwest-flooding,00000317,midwest-flooding_00000317_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,1,0,0,0,0,0
2903,socal-fire,00000867,socal-fire_00000867_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
2904,midwest-flooding,00000012,midwest-flooding_00000012_post_disaster.png,post,True,True,1.7392077000000001,2019-05-31T16:54:31.000Z,flooding,1024,1024,1024,1024,0,2,0,0,1,0
2905,mexico-earthquake,00000186,mexico-earthquake_00000186_post_disaster.png,post,True,True,2.6503215,2017-09-20T17:46:11.000Z,earthquake,1024,1024,1024,1024,0,0,0,0,374,0
2906,midwest-flooding,00000441,midwest-flooding_00000441_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,0,0,0,9,0
2907,hurricane-michael,00000546,hurricane-michael_00000546_pre_disaster.png,pre,True,True,2.2217438,2017-10-05T16:51:27.000Z,wind,1024,1024,1024,1024,85,0,0,0,0,0
2908,hurricane-harvey,00000154,hurricane-harvey_00000154_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,0,33,0,0,0
2909,hurricane-harvey,00000426,hurricane-harvey_00000426_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,0,150,1,0,0
2910,hurricane-harvey,00000109,hurricane-harvey_00000109_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,8,113,0,0,0
2911,santa-rosa-wildfire,00000229,santa-rosa-wildfire_00000229_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,14,0,0,0,0
2912,hurricane-harvey,00000397,hurricane-harvey_00000397_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,0,0,0,93,0
2913,hurricane-harvey,00000482,hurricane-harvey_00000482_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,60,0,0,0,0,0
2914,hurricane-harvey,00000213,hurricane-harvey_00000213_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,169,0,0,0,0,0
2915,midwest-flooding,00000435,midwest-flooding_00000435_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,7,0,0,61,0
2916,hurricane-michael,00000263,hurricane-michael_00000263_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,15,0,0,0,0,0
2917,hurricane-michael,00000020,hurricane-michael_00000020_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,2,0,0,0,0,0
2918,hurricane-matthew,00000350,hurricane-matthew_00000350_pre_disaster.png,pre,True,True,2.04232048988342,2013-06-09T15:50:52.345Z,wind,1024,1024,1024,1024,1,0,0,0,0,0
2919,socal-fire,00000174,socal-fire_00000174_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,4,0,0,1,0
2920,socal-fire,00000771,socal-fire_00000771_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,13,0,0,0,0,0
2921,palu-tsunami,00000183,palu-tsunami_00000183_post_disaster.png,post,True,True,2.8247435,2018-10-01T02:26:02.000Z,tsunami,1024,1024,1024,1024,0,34,2,0,89,0
2922,hurricane-harvey,00000351,hurricane-harvey_00000351_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,0,61,47,0,3
2923,mexico-earthquake,00000079,mexico-earthquake_00000079_post_disaster.png,post,True,True,2.6503215,2017-09-20T17:46:11.000Z,earthquake,1024,1024,1024,1024,0,0,0,0,178,0
2924,hurricane-harvey,00000393,hurricane-harvey_00000393_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,9,2,0,0,0
2925,hurricane-florence,00000344,hurricane-florence_00000344_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,1,4,4,0
2926,hurricane-florence,00000064,hurricane-florence_00000064_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,36,0,0,0,0,0
2927,socal-fire,00000092,socal-fire_00000092_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
2928,socal-fire,00000865,socal-fire_00000865_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
2929,midwest-flooding,00000399,midwest-flooding_00000399_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,5,0,0,0,0,0
2930,midwest-flooding,00000079,midwest-flooding_00000079_post_disaster.png,post,True,True,1.3587263,2019-05-30T17:35:22.000Z,flooding,1024,1024,1024,1024,0,0,0,0,1,0
2931,santa-rosa-wildfire,00000372,santa-rosa-wildfire_00000372_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,0,0,0,217,0
2932,midwest-flooding,00000265,midwest-flooding_00000265_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,15,0,0,0,0,0
2933,hurricane-florence,00000366,hurricane-florence_00000366_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,8,0,0,0,0,0
2934,hurricane-harvey,00000100,hurricane-harvey_00000100_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,5,0,0,0,0,0
2935,santa-rosa-wildfire,00000040,santa-rosa-wildfire_00000040_pre_disaster.png,pre,True,True,1.6719055,2017-06-21T19:09:01.000Z,fire,1024,1024,1024,1024,17,0,0,0,0,0
2936,palu-tsunami,00000057,palu-tsunami_00000057_post_disaster.png,post,True,True,2.8247435,2018-10-01T02:26:02.000Z,tsunami,1024,1024,1024,1024,0,43,9,0,34,0
2937,hurricane-florence,00000148,hurricane-florence_00000148_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,6,0,0,0,0,0
2938,palu-tsunami,00000071,palu-tsunami_00000071_post_disaster.png,post,True,True,2.8247435,2018-10-01T02:26:02.000Z,tsunami,1024,1024,1024,1024,0,13,2,0,85,0
2939,hurricane-michael,00000490,hurricane-michael_00000490_pre_disaster.png,pre,True,True,2.2217438,2017-10-05T16:51:27.000Z,wind,1024,1024,1024,1024,42,0,0,0,0,0
2940,socal-fire,00000357,socal-fire_00000357_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,8,0,0,0,0,0
2941,santa-rosa-wildfire,00000333,santa-rosa-wildfire_00000333_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,11,0,0,16,0
2942,hurricane-matthew,00000338,hurricane-matthew_00000338_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,158,0,0,0,0,0
2943,socal-fire,00001259,socal-fire_00001259_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,14,0,0,0,0,0
2944,midwest-flooding,00000123,midwest-flooding_00000123_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,0,0,0,0,0
2945,hurricane-florence,00000185,hurricane-florence_00000185_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,0,0,24,1
2946,socal-fire,00000850,socal-fire_00000850_pre_disaster.png,pre,True,True,2.1259935000000003,2018-10-23T18:51:21.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
2947,hurricane-matthew,00000145,hurricane-matthew_00000145_pre_disaster.png,pre,True,True,1.91168606,2013-01-05T16:02:21.000Z,wind,1024,1024,1024,1024,37,0,0,0,0,0
2948,santa-rosa-wildfire,00000324,santa-rosa-wildfire_00000324_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,17,0,0,0,1
2949,midwest-flooding,00000102,midwest-flooding_00000102_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,0,0,0,0,0
2950,hurricane-michael,00000439,hurricane-michael_00000439_pre_disaster.png,pre,True,True,2.2217438,2017-10-05T16:51:27.000Z,wind,1024,1024,1024,1024,43,0,0,0,0,0
2951,santa-rosa-wildfire,00000287,santa-rosa-wildfire_00000287_pre_disaster.png,pre,True,True,2.149289,2017-05-21T19:19:19.000Z,fire,1024,1024,1024,1024,21,0,0,0,0,0
2952,santa-rosa-wildfire,00000031,santa-rosa-wildfire_00000031_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,23,0,0,4,0
2953,mexico-earthquake,00000023,mexico-earthquake_00000023_pre_disaster.png,pre,True,True,1.3783635,2017-01-04T17:31:25.156Z,earthquake,1024,1024,1024,1024,257,0,0,0,0,0
2954,hurricane-matthew,00000090,hurricane-matthew_00000090_pre_disaster.png,pre,True,True,1.91168606,2013-01-05T16:02:21.000Z,wind,1024,1024,1024,1024,51,0,0,0,0,0
2955,hurricane-michael,00000059,hurricane-michael_00000059_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,56,0,0,0,0,0
2956,socal-fire,00000651,socal-fire_00000651_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,16,0,0,0,0,0
2957,palu-tsunami,00000111,palu-tsunami_00000111_post_disaster.png,post,True,True,2.8247435,2018-10-01T02:26:02.000Z,tsunami,1024,1024,1024,1024,0,7,1,0,42,1
2958,socal-fire,00000370,socal-fire_00000370_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,3,0,0,0,0
2959,mexico-earthquake,00000102,mexico-earthquake_00000102_pre_disaster.png,pre,True,True,1.3783635,2017-01-04T17:31:25.156Z,earthquake,1024,1024,1024,1024,138,0,0,0,0,0
2960,guatemala-volcano,00000007,guatemala-volcano_00000007_pre_disaster.png,pre,True,True,1.3459189,2018-02-05T17:10:18.000Z,volcano,1024,1024,1024,1024,9,0,0,0,0,0
2961,hurricane-florence,00000093,hurricane-florence_00000093_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,0,0,0,0
2962,hurricane-matthew,00000174,hurricane-matthew_00000174_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,29,0,0,0,0,0
2963,hurricane-florence,00000527,hurricane-florence_00000527_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,1,0,15,0
2964,socal-fire,00000265,socal-fire_00000265_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,4,0,0,0,0,0
2965,hurricane-florence,00000338,hurricane-florence_00000338_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,11,0,0,0,0,0
2966,palu-tsunami,00000015,palu-tsunami_00000015_post_disaster.png,post,True,True,2.8247435,2018-10-01T02:26:02.000Z,tsunami,1024,1024,1024,1024,0,79,7,0,9,0
2967,socal-fire,00000578,socal-fire_00000578_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
2968,mexico-earthquake,00000043,mexico-earthquake_00000043_pre_disaster.png,pre,True,True,1.3783635,2017-01-04T17:31:25.156Z,earthquake,1024,1024,1024,1024,840,0,0,0,0,0
2969,midwest-flooding,00000062,midwest-flooding_00000062_pre_disaster.png,pre,True,True,2.090686,2019-01-26T17:17:36.000Z,flooding,1024,1024,1024,1024,190,0,0,0,0,0
2970,socal-fire,00001261,socal-fire_00001261_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,57,0,0,0,0,0
2971,hurricane-michael,00000150,hurricane-michael_00000150_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,51,0,0,0,0,0
2972,socal-fire,00000171,socal-fire_00000171_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
2973,hurricane-harvey,00000098,hurricane-harvey_00000098_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,159,0,0,0,0,0
2974,hurricane-michael,00000539,hurricane-michael_00000539_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,0,1,0,31,0
2975,hurricane-michael,00000547,hurricane-michael_00000547_pre_disaster.png,pre,True,True,2.2217438,2017-10-05T16:51:27.000Z,wind,1024,1024,1024,1024,20,0,0,0,0,0
2976,hurricane-harvey,00000048,hurricane-harvey_00000048_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,1,0,0,0,0,0
2977,hurricane-florence,00000285,hurricane-florence_00000285_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,10,0,0,0,0,0
2978,santa-rosa-wildfire,00000128,santa-rosa-wildfire_00000128_pre_disaster.png,pre,True,True,1.6719055,2017-06-21T19:09:01.000Z,fire,1024,1024,1024,1024,12,0,0,0,0,0
2979,mexico-earthquake,00000031,mexico-earthquake_00000031_post_disaster.png,post,True,True,2.6503215,2017-09-20T17:46:11.000Z,earthquake,1024,1024,1024,1024,0,0,0,0,5,0
2980,socal-fire,00000903,socal-fire_00000903_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,8,0
2981,hurricane-florence,00000044,hurricane-florence_00000044_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,7,0,0,0,0,0
2982,socal-fire,00000660,socal-fire_00000660_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,2,0,0,0,0,0
2983,socal-fire,00001241,socal-fire_00001241_pre_disaster.png,pre,True,True,1.9003485,2018-10-23T18:50:43.000Z,fire,1024,1024,1024,1024,62,0,0,0,0,0
2984,hurricane-harvey,00000260,hurricane-harvey_00000260_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,0,0,0,0,0
2985,socal-fire,00000078,socal-fire_00000078_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
2986,hurricane-harvey,00000243,hurricane-harvey_00000243_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,0,6,0,0,0
2987,hurricane-michael,00000153,hurricane-michael_00000153_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,41,0,0,0,0,0
2988,socal-fire,00000693,socal-fire_00000693_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
2989,hurricane-matthew,00000154,hurricane-matthew_00000154_post_disaster.png,post,True,True,1.59234964847565,2016-10-10T16:04:56.646Z,wind,1024,1024,1024,1024,0,8,2,3,0,0
2990,hurricane-florence,00000290,hurricane-florence_00000290_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,46,0,0,0,0,0
2991,hurricane-michael,00000147,hurricane-michael_00000147_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,82,0,0,0,0,0
2992,santa-rosa-wildfire,00000067,santa-rosa-wildfire_00000067_pre_disaster.png,pre,True,True,1.6719055,2017-06-21T19:09:01.000Z,fire,1024,1024,1024,1024,9,0,0,0,0,0
2993,hurricane-harvey,00000197,hurricane-harvey_00000197_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,101,0,0,0,0,0
2994,hurricane-michael,00000158,hurricane-michael_00000158_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,101,0,0,0,0,0
2995,socal-fire,00000149,socal-fire_00000149_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
2996,socal-fire,00000092,socal-fire_00000092_pre_disaster.png,pre,True,True,2.1259935000000003,2018-10-23T18:51:21.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
2997,socal-fire,00000302,socal-fire_00000302_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,5,0,0,0,1
2998,socal-fire,00000327,socal-fire_00000327_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
2999,socal-fire,00000840,socal-fire_00000840_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,33,0,0,0,0,0
3000,hurricane-florence,00000533,hurricane-florence_00000533_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,2,0,0,0,0,0
3001,santa-rosa-wildfire,00000162,santa-rosa-wildfire_00000162_pre_disaster.png,pre,True,True,1.6719055,2017-06-21T19:09:01.000Z,fire,1024,1024,1024,1024,59,0,0,0,0,0
3002,hurricane-florence,00000053,hurricane-florence_00000053_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,0,0,7,0
3003,palu-tsunami,00000006,palu-tsunami_00000006_post_disaster.png,post,True,True,2.8247435,2018-10-01T02:26:02.000Z,tsunami,1024,1024,1024,1024,0,3,0,0,416,97
3004,hurricane-matthew,00000089,hurricane-matthew_00000089_post_disaster.png,post,True,True,2.37887692,2016-10-01T15:29:45.000Z,wind,1024,1024,1024,1024,0,0,0,444,9,0
3005,hurricane-michael,00000052,hurricane-michael_00000052_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,22,0,0,0,0,0
3006,socal-fire,00001325,socal-fire_00001325_pre_disaster.png,pre,True,True,1.9003485,2018-10-23T18:50:43.000Z,fire,1024,1024,1024,1024,5,0,0,0,0,0
3007,midwest-flooding,00000141,midwest-flooding_00000141_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,0,0,0,5,0
3008,guatemala-volcano,00000006,guatemala-volcano_00000006_post_disaster.png,post,True,True,1.4085245,2018-06-22T16:55:40.000Z,volcano,1024,1024,1024,1024,0,0,0,0,97,0
3009,socal-fire,00000628,socal-fire_00000628_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,39,0,0,0,0,0
3010,hurricane-harvey,00000022,hurricane-harvey_00000022_pre_disaster.png,pre,True,True,1.9022960000000002,2017-02-16T17:11:21.000Z,flooding,1024,1024,1024,1024,48,0,0,0,0,0
3011,hurricane-florence,00000376,hurricane-florence_00000376_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,22,0,0,0,0,0
3012,santa-rosa-wildfire,00000190,santa-rosa-wildfire_00000190_pre_disaster.png,pre,True,True,1.6719055,2017-06-21T19:09:01.000Z,fire,1024,1024,1024,1024,18,0,0,0,0,0
3013,santa-rosa-wildfire,00000125,santa-rosa-wildfire_00000125_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3014,hurricane-harvey,00000066,hurricane-harvey_00000066_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,0,2,7,5,0
3015,midwest-flooding,00000139,midwest-flooding_00000139_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,1,0,0,0,0
3016,socal-fire,00001349,socal-fire_00001349_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3017,santa-rosa-wildfire,00000152,santa-rosa-wildfire_00000152_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,8,0,1,0,1
3018,socal-fire,00001118,socal-fire_00001118_pre_disaster.png,pre,True,True,1.9003485,2018-10-23T18:50:43.000Z,fire,1024,1024,1024,1024,1,0,0,0,0,0
3019,hurricane-matthew,00000128,hurricane-matthew_00000128_post_disaster.png,post,True,True,2.7733664499999997,2016-10-09T15:32:03.000Z,wind,1024,1024,1024,1024,0,0,0,0,1,1
3020,socal-fire,00001356,socal-fire_00001356_pre_disaster.png,pre,True,True,1.9003485,2018-10-23T18:50:43.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3021,mexico-earthquake,00000017,mexico-earthquake_00000017_pre_disaster.png,pre,True,True,1.3783635,2017-01-04T17:31:25.156Z,earthquake,1024,1024,1024,1024,320,0,0,0,0,0
3022,hurricane-harvey,00000017,hurricane-harvey_00000017_pre_disaster.png,pre,True,True,1.9022960000000002,2017-02-16T17:11:21.000Z,flooding,1024,1024,1024,1024,27,0,0,0,0,0
3023,santa-rosa-wildfire,00000362,santa-rosa-wildfire_00000362_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,0,0,0,59,1
3024,palu-tsunami,00000108,palu-tsunami_00000108_pre_disaster.png,pre,True,True,1.9639755,2016-10-25T02:26:09.000Z,tsunami,1024,1024,1024,1024,161,0,0,0,0,0
3025,hurricane-michael,00000523,hurricane-michael_00000523_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,5,21,32,143,0
3026,hurricane-harvey,00000231,hurricane-harvey_00000231_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,87,0,0,0,0,0
3027,palu-tsunami,00000118,palu-tsunami_00000118_pre_disaster.png,pre,True,True,2.0312154,2017-01-24T02:18:34.285Z,tsunami,1024,1024,1024,1024,1843,0,0,0,0,0
3028,socal-fire,00000689,socal-fire_00000689_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
